"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
24,"Private",179423,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"North America","<=50K"
41,"Private",134130,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"North America",">50K"
53,"Private",188644,"Preschool",1,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"North America","<=50K"
37,"Government",34996,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,40,"North America","<=50K"
43,"Private",281422,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,45,"North America","<=50K"
56,"Government",175057,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America","<=50K"
29,"Private",152503,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,45,"North America","<=50K"
30,"Self-Employed",123397,"Some-college",10,"Divorced","Other-service","Unmarried","White","Female",0,0,30,"North America","<=50K"
37,"Private",84306,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"North America","<=50K"
31,"Private",117507,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"North America","<=50K"
23,"Private",214542,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,20,"North America","<=50K"
41,"Private",384508,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America",">50K"
21,"Private",254904,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,30,"North America","<=50K"
41,"Private",193995,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,44,"North America","<=50K"
19,"Private",205829,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,35,"North America","<=50K"
29,"Private",280618,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"North America","<=50K"
17,"Private",226717,"12th",8,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"North America","<=50K"
40,"Self-Employed",29762,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"North America","<=50K"
29,"Private",166210,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Male",0,0,55,"North America","<=50K"
56,"Other",155238,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"North America",">50K"
17,"Private",56986,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,18,"North America","<=50K"
39,"Private",28572,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"North America","<=50K"
25,"Private",247006,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"North America","<=50K"
23,"Private",82889,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,16,"North America","<=50K"
25,"Private",234057,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"North America","<=50K"
42,"Private",157443,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","Asian-Pac-Islander","Female",0,0,27,"Asia",">50K"
37,"Government",28887,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America",">50K"
22,"Private",110946,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"North America","<=50K"
24,"Private",205844,"Bachelors",13,"Never-married","Exec-managerial","Own-child","Black","Female",0,0,65,"North America","<=50K"
54,"Government",187686,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,"North America","<=50K"
27,"Private",218184,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"North America","<=50K"
36,"Private",229180,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"North America","<=50K"
22,"Private",279041,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,10,"North America","<=50K"
21,"Private",312017,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"North America","<=50K"
34,"Private",302770,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"North America","<=50K"
29,"Private",183639,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,97,"North America","<=50K"
42,"Private",173628,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America",">50K"
23,"Private",342769,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,20,"North America","<=50K"
44,"Government",65145,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"North America","<=50K"
33,"Private",252168,"Some-college",10,"Never-married","Other-service","Not-in-family","Black","Male",0,0,40,"North America","<=50K"
39,"Private",189623,"Bachelors",13,"Divorced","Sales","Unmarried","White","Male",0,0,60,"North America","<=50K"
24,"Private",173679,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,20,"North America","<=50K"
25,"Private",35854,"Some-college",10,"Married-spouse-absent","Sales","Unmarried","White","Female",0,0,40,"North America","<=50K"
42,"Self-Employed",82161,"10th",6,"Widowed","Transport-moving","Unmarried","White","Male",0,0,35,"North America","<=50K"
63,"Self-Employed",129845,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America","<=50K"
46,"Private",137547,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"North America","<=50K"
47,"Government",37672,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"North America","<=50K"
61,"Government",115023,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"North America","<=50K"
32,"Private",188245,"11th",7,"Never-married","Priv-house-serv","Unmarried","Black","Female",0,0,40,"North America","<=50K"
63,"Private",50349,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,34,"North America","<=50K"
41,"Private",221172,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America",">50K"
30,"Private",356882,"Doctorate",16,"Never-married","Prof-specialty","Own-child","White","Male",0,0,20,"North America","<=50K"
56,"Private",301835,"5th-6th",3,"Separated","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"North America","<=50K"
55,"Private",130957,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"North America","<=50K"
29,"Private",218785,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,65,"North America","<=50K"
50,"Private",279337,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,55,"North America",">50K"
31,"Private",87560,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,50,"North America","<=50K"
33,"Self-Employed",24504,"HS-grad",9,"Separated","Craft-repair","Other-relative","White","Male",0,0,50,"North America","<=50K"
36,"Private",181721,"10th",6,"Never-married","Farming-fishing","Own-child","Black","Male",0,0,60,"North America","<=50K"
52,"Other",221532,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"North America",">50K"
22,"Private",300871,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"North America","<=50K"
36,"Private",288103,"11th",7,"Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"North America","<=50K"
46,"Private",358533,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"North America",">50K"
50,"Private",98228,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,45,"North America","<=50K"
41,"Government",129060,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"North America","<=50K"
36,"Private",226918,"Bachelors",13,"Never-married","Sales","Not-in-family","Black","Male",0,0,48,"North America","<=50K"
51,"Private",177727,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"North America",">50K"
67,"Self-Employed",345236,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"North America","<=50K"
29,"Private",253752,"10th",6,"Married-civ-spouse","Farming-fishing","Wife","White","Female",0,0,40,"North America","<=50K"
18,"Private",118376,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,15,"North America","<=50K"
39,"Private",120985,"HS-grad",9,"Divorced","Other-service","Own-child","White","Male",0,0,40,"North America","<=50K"
42,"Other",115932,"Bachelors",13,"Divorced","Adm-clerical","Own-child","White","Male",0,0,40,"North America","<=50K"
25,"Private",60358,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,40,"North America","<=50K"
69,"Private",140176,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,24,"North America","<=50K"
24,"Private",201680,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Male",0,0,60,"North America","<=50K"
42,"Private",280167,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America",">50K"
25,"Private",167031,"10th",6,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"South America","<=50K"
41,"Private",173682,"Masters",14,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
32,"Private",113688,"Assoc-voc",11,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"North America","<=50K"
41,"Self-Employed",252986,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America",">50K"
32,"Private",175878,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"North America","<=50K"
45,"Private",367037,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
45,"Government",320818,"Some-college",10,"Married-spouse-absent","Other-service","Other-relative","Black","Male",0,0,40,"North America","<=50K"
47,"Self-Employed",84735,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,20,"North America",">50K"
29,"Private",212102,"HS-grad",9,"Separated","Other-service","Unmarried","Black","Female",0,0,30,"North America","<=50K"
44,"Private",171424,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America",">50K"
32,"Private",194981,"HS-grad",9,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,36,"North America","<=50K"
30,"Private",447739,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,60,"North America","<=50K"
58,"Self-Employed",100960,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"North America","<=50K"
61,"Government",151459,"10th",6,"Never-married","Other-service","Not-in-family","Black","Female",0,0,38,"North America","<=50K"
50,"Private",140741,"11th",7,"Never-married","Machine-op-inspct","Other-relative","White","Female",0,0,40,"North America","<=50K"
25,"Private",197651,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,43,"North America","<=50K"
18,"Private",36251,"10th",6,"Never-married","Other-service","Own-child","White","Female",0,0,15,"North America","<=50K"
35,"Private",272338,"Assoc-voc",11,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"North America","<=50K"
43,"Private",184625,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"North America",">50K"
34,"Self-Employed",265917,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America",">50K"
27,"Private",158647,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
24,"Private",100321,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,48,"North America","<=50K"
33,"Private",340332,"Bachelors",13,"Separated","Exec-managerial","Not-in-family","Black","Female",0,0,45,"North America","<=50K"
35,"Government",248374,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"North America","<=50K"
40,"Private",382499,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,50,"North America","<=50K"
46,"Self-Employed",161386,"9th",5,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,50,"North America","<=50K"
37,"Private",230408,"HS-grad",9,"Divorced","Other-service","Not-in-family","Black","Female",0,0,20,"North America","<=50K"
50,"Government",20795,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"North America",">50K"
20,"Private",174714,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"North America","<=50K"
28,"Private",331381,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"North America","<=50K"
38,"Private",167725,"Bachelors",13,"Married-spouse-absent","Transport-moving","Not-in-family","Other","Male",0,0,84,"Asia","<=50K"
54,"Private",138026,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"North America","<=50K"
52,"Private",200419,"Assoc-acdm",12,"Separated","Prof-specialty","Not-in-family","White","Female",0,0,50,"North America","<=50K"
38,"Private",357173,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America","<=50K"
23,"Private",172047,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"North America","<=50K"
42,"Private",173704,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America","<=50K"
43,"Private",190044,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
26,"Private",97698,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,32,"North America","<=50K"
44,"Private",95255,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
23,"Private",287681,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"South America","<=50K"
38,"Government",252250,"Assoc-acdm",12,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,56,"North America",">50K"
47,"Private",191277,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"North America",">50K"
42,"Private",115178,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,15,"North America","<=50K"
38,"Private",205493,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,60,"North America",">50K"
17,"Private",114798,"10th",6,"Never-married","Other-service","Own-child","White","Female",0,0,20,"North America","<=50K"
43,"Private",186188,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
36,"Government",175255,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,"North America","<=50K"
21,"Private",221418,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"North America","<=50K"
40,"Self-Employed",175696,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,51,"North America","<=50K"
46,"Private",143189,"5th-6th",3,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"North America","<=50K"
54,"Government",32778,"HS-grad",9,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,40,"North America","<=50K"
48,"Private",50402,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,40,"North America","<=50K"
51,"Other",36186,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America",">50K"
58,"Self-Employed",329793,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"North America",">50K"
46,"Private",28334,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
51,"Private",245873,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"North America","<=50K"
42,"Government",199095,"Assoc-voc",11,"Widowed","Prof-specialty","Unmarried","Black","Female",0,0,40,"North America","<=50K"
31,"Private",225507,"Assoc-voc",11,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"North America","<=50K"
35,"Private",407068,"1st-4th",2,"Married-spouse-absent","Other-service","Not-in-family","White","Male",0,0,40,"North America","<=50K"
43,"Private",118536,"HS-grad",9,"Divorced","Machine-op-inspct","Other-relative","Black","Male",0,0,40,"North America","<=50K"
23,"Private",257683,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"North America","<=50K"
24,"Private",55424,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"North America","<=50K"
37,"Self-Employed",75050,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"North America","<=50K"
56,"Private",195668,"10th",6,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,35,"North America",">50K"
45,"Private",217654,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Europe",">50K"
47,"Private",102771,"7th-8th",4,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Europe","<=50K"
37,"Private",326886,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
39,"Private",237943,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"North America",">50K"
22,"Private",353039,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Female",0,0,36,"North America","<=50K"
33,"Private",130057,"Assoc-acdm",12,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"North America","<=50K"
36,"Private",183425,"Some-college",10,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"North America","<=50K"
61,"Private",123991,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,20,"North America","<=50K"
20,"Private",291979,"HS-grad",9,"Married-civ-spouse","Sales","Other-relative","White","Male",0,0,20,"North America","<=50K"
27,"Other",148153,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Asian-Pac-Islander","Male",0,0,40,"North America","<=50K"
61,"Private",210464,"HS-grad",9,"Divorced","Adm-clerical","Other-relative","Black","Female",0,0,35,"North America","<=50K"
24,"Private",177287,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,0,38,"North America","<=50K"
18,"Private",423052,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,30,"North America","<=50K"
49,"Private",169180,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"Asia","<=50K"
54,"Government",365049,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"North America","<=50K"
23,"Private",152328,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"North America","<=50K"
26,"Private",179772,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"North America","<=50K"
33,"Private",70447,"HS-grad",9,"Never-married","Transport-moving","Other-relative","Asian-Pac-Islander","Male",0,0,40,"North America","<=50K"
20,"Private",256240,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,30,"North America","<=50K"
25,"Private",118088,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"North America","<=50K"
33,"Private",106670,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"North America",">50K"
35,"Private",260578,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"North America",">50K"
53,"Private",49715,"HS-grad",9,"Divorced","Transport-moving","Unmarried","White","Male",0,0,40,"North America","<=50K"
38,"Other",214542,"Some-college",10,"Divorced","Handlers-cleaners","Unmarried","Black","Female",0,0,40,"North America","<=50K"
57,"Private",99364,"9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"North America","<=50K"
25,"Private",162687,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America",">50K"
27,"Self-Employed",141795,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,30,"North America","<=50K"
65,"Self-Employed",178771,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"North America","<=50K"
32,"Private",151053,"Some-college",10,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"North America","<=50K"
45,"Self-Employed",142871,"Some-college",10,"Separated","Sales","Unmarried","White","Male",0,0,50,"North America","<=50K"
57,"Self-Employed",222216,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,60,"North America","<=50K"
53,"Self-Employed",162576,"7th-8th",4,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,99,"North America","<=50K"
45,"Government",140644,"Bachelors",13,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"North America",">50K"
57,"Private",217886,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,36,"North America","<=50K"
57,"Self-Employed",123778,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"North America","<=50K"
22,"Government",262819,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
27,"Private",171655,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,42,"North America","<=50K"
28,"Private",410216,"11th",7,"Married-civ-spouse","Craft-repair","Not-in-family","White","Male",0,0,60,"North America",">50K"
27,"Private",411950,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,60,"North America","<=50K"
36,"Government",139703,"Masters",14,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"North America","<=50K"
44,"Private",82601,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"North America","<=50K"
73,"Private",92298,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,15,"North America","<=50K"
35,"Private",314897,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America","<=50K"
53,"Private",224894,"5th-6th",3,"Married-civ-spouse","Priv-house-serv","Wife","Black","Female",0,0,10,"North America","<=50K"
41,"Private",197919,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,60,"North America","<=50K"
24,"Private",99970,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Male",0,0,40,"North America","<=50K"
34,"Private",300687,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"North America","<=50K"
55,"Private",158641,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"North America","<=50K"
35,"Private",125933,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"North America",">50K"
29,"Private",142760,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"North America","<=50K"
22,"Private",218215,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"North America","<=50K"
22,"Private",166371,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"North America","<=50K"
52,"Private",145081,"7th-8th",4,"Never-married","Machine-op-inspct","Not-in-family","Black","Female",0,0,40,"North America","<=50K"
68,"Private",214521,"Prof-school",15,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,16,"North America","<=50K"
29,"Private",203697,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Own-child","White","Male",0,0,75,"North America","<=50K"
57,"Private",175942,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"North America",">50K"
45,"Private",187226,"Assoc-acdm",12,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"North America","<=50K"
40,"Private",202565,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,52,"North America","<=50K"
18,"Private",256967,"10th",6,"Never-married","Sales","Other-relative","Black","Female",0,0,40,"North America","<=50K"
47,"Government",148171,"Doctorate",16,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,50,"Europe",">50K"
20,"Government",271354,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"North America","<=50K"
48,"Private",98524,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"North America","<=50K"
36,"Private",102945,"Assoc-voc",11,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"North America","<=50K"
43,"Private",172401,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"North America",">50K"
60,"Government",141637,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"North America",">50K"
34,"Self-Employed",101266,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,62,"North America","<=50K"
35,"Private",142282,"Some-college",10,"Separated","Other-service","Unmarried","White","Female",0,0,25,"North America","<=50K"
37,"Government",249392,"Assoc-voc",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"North America",">50K"
27,"Self-Employed",212041,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"North America","<=50K"
70,"Private",405362,"7th-8th",4,"Widowed","Other-service","Unmarried","Black","Female",0,0,38,"North America","<=50K"
34,"Private",684015,"5th-6th",3,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"North America","<=50K"
34,"Private",183811,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"North America","<=50K"
68,"Private",224019,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,30,"North America","<=50K"
71,"Government",210673,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,28,"North America","<=50K"
17,"Private",216137,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,8,"North America","<=50K"
27,"Private",298871,"Bachelors",13,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
42,"Private",318255,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"North America","<=50K"
57,"Private",279636,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"North America",">50K"
31,"Private",297188,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"North America","<=50K"
41,"Self-Employed",229148,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Male",0,0,60,"North America","<=50K"
49,"Private",81654,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"North America",">50K"
23,"Private",163870,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"North America","<=50K"
44,"Self-Employed",181762,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"North America","<=50K"
34,"Private",183778,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"North America","<=50K"
28,"Self-Employed",113870,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"North America",">50K"
34,"Private",117444,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"North America",">50K"
27,"Private",256764,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"North America","<=50K"
24,"Private",223811,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"North America","<=50K"
24,"Private",201603,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,30,"North America","<=50K"
24,"Private",461678,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"North America",">50K"
34,"Private",119153,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"North America","<=50K"
35,"Private",31964,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"North America",">50K"
